sent?,avoid?,user_id,date,count,username,country,influence1,influence2,influence3,none_DS dev,alt_name,chronology,count,date,x,y,country2,mentions mentioned,count
x,std,318565,2011-05-12 9:48:20,1,Deif,ES,Shinxyn,val0108,Mafiamaster,,,603,1,2011,12362,471,2,,2
x,,464889,2011-05-13 2:57:10,1,MoodyRPG,CL,James2250,kingcobra52,Mifune24,,,604,1,2011,,,,,
x,,194294,2011-05-17 22:43:03,0,Mara,FI,Larto,Krisom,Zapy,,,605,0,2011,,,,,
x,,210658,2011-05-20 0:00:32,2,S h i a,CN,Alace,La Cataline,y u c a,,,606,2,2011,12362,591,,,
x,,701726,,0,Katsuri,BR,,,,,,607,0,2011,,,,,
x,dead,576800,,0,akrolsmir,US,,,,,,608,0,2011,,,,,
x,,101521,,0,vivere,AR,,,,,,609,0,2011,,,,,
x,,231111,2011-05-29 15:33:55,9,Kiiwa,NZ,NatsumeRin,Cyril Scarlet,tieff,,,610,9,2011,12632,1211,19,,19
x,dead,494970,,0,ShadowSoul,DE,,,,,,611,0,2011,,,,,
x,,198394,,0,quo,JP,,,,,,612,0,2011,,,,,
x,dead,320098,,0,Shiki,CN,,,,,,613,0,2011,,,,,
x,,355278,,0,Takos,HK,,,,,,614,0,2011,,,,,
x,dead,185417,,0,ShiroKitty,PL,,,,,,615,0,2011,,,,,
x,,229595,2011-06-25 21:19:04,0,_Kiva,AU,AngelHoney,NatsumeRin,KanbeKotori,,,616,0,2011,,,,,
x,dead,304103,2011-06-27 2:32:29,0,senaya,MD,cRyo[iceeicee],kusano,,,,617,0,2011,,,,,
x,,323929,,0,HellDawn,TR,,,,,,618,0,2011,,,,,
x,,160558,2011-06-30 14:38:43,1,hoLysoup,CA,cRyo[iceeicee],Sumisola,Kotone,,,619,1,2011,12892,471,,,
x,,335784,,0,Hellzero,RU,,,,,,620,0,2011,,,,,
x,dead,475816,,0,Nooko,CN,,,,,,621,0,2011,,,,,
x,,296492,2011-07-08 11:08:24,0,Komeiji Yuki,TW,Cyril Scarlet,Shinxyn,,,,622,0,2011,,,,,
x,dead,109249,,0,Kanon,CN,,,,,,623,0,2011,,,,,
x,,362851,,0,Hyguys,BR,,,,,,624,0,2011,,,,,
x,,154234,2011-07-23 9:36:46,0,Hinagiku,CN,Mystearica,AngelHoney,gowww,,,625,0,2011,,,,,
x,,697649,2011-07-27 11:46:47,0,C R E A M,KR,Nakagawa-Kanon,Shinxyn,Suzully,,,626,0,2011,,,,,
x,dead,306018,2011-07-29 8:58:36,0,Neptunus,CN,Alace,Charles445,Starrodkirby86,,,627,0,2011,,,,,
x,,660622,2011-08-01 7:12:59,0,Elly-chan,US,Ayu,those,Shiirn,,,628,0,2011,,,,,
x,dead,312215,2011-08-01 11:46:50,0,SiU_LeAf,HK,wmfchris,Vikon,al2e10,,,629,0,2011,,,,,
x,,10641,,0,Miu Matsuoka,HK,,,,,,630,0,2011,,,,,
x,,404169,,0,Tony,RO,,,,,,631,0,2011,,,,,
x,,498862,2011-08-12 0:00:00,1,DsG,JP,,,,,,632,1,2011,13412,471,,,
x,dead,338901,,0,Nekoroll,US,,,,,,633,0,2011,,,,,
x,,27489,2011-08-12 14:17:32,1,loveFantasy,TW,,,,,,634,1,2011,13412,431,,,
x,,233271,,0,zsr123,CN,,,,,,635,0,2011,,,,,
x,,546991,2011-08-17 0:37:18,5,tutuhaha,US,NatsumeRin,AngelHoney,Beren,,,636,5,2011,,,,,
x,dead,421286,,0,JoJo,CN,,,,,,637,0,2011,,,,,
x,,418699,2011-09-02 20:26:37,38,fanzhen0019,CN,Alace,DaRRi,Nakagawa-Kanon,,,638,38,2011,13672,1791,,118,
x,,596298,,0,Kawayi Rika,KR,,,,,,639,0,2011,,,,,
x,,408461,,0,cmn_891127,CN,,,,,,640,0,2011,,,,,
x,,467860,2011-09-10 15:40:57,7,Lan wings,CN,DsG,Scorpiour,loveFantasy,,,641,7,2011,13672,991,,,
x,,398760,2011-09-18 10:59:24,0,Raging Bull,GU,Krisom,,,,,642,0,2011,,,,,
x,dead,579512,,0,biwako,JP,,,,,,643,0,2011,,,,,
x,,427076,,0,Dark_Ai,DE,,,,,,644,0,2011,,,,,
x,,551125,2011-09-28 19:58:41,1,BounceBabe,AT,Andrea,ztrot,jericho2442,,,645,1,2011,,,1,,1
x,,260733,2011-10-02 2:17:43,0,mercury2004,TH,happy30,regenz,Skystar,,,646,0,2011,,,,,
x,dead,593215,2011-10-02 13:50:12,1,merchat7,BE,,,,,,647,1,2011,,,,,
x,,617323,2011-10-03 8:00:17,0,Chewin,IT,NatsumeRin,Hinacle,Lesjuh,,,648,0,2011,,,,,
x,dead,1674091,,0,Shadowlord,AR,,,,,,649,0,2011,,,,,
x,dead,575846,2011-10-07 10:15:35,0,Megurine Luka,CN,Shinxyn,bakabaka,kioukiou,,,650,0,2011,,,,,
x,,126823,2011-10-08 11:14:12,0,Crimmi,US,Larto,ouranhshc,Andrea,,,651,0,2011,,,,,
x,,700887,2011-10-19 13:00:11,0,Sekaii,PL,Andrea,Gero,Sure,,,651.5,0,2011,,,,,
x,,373918,,0,Kuma-san,RU,,,,,,652,0,2011,,,,,
x,,537084,2011-10-11 10:59:05,0,DoKito,DE,,,,,,653,0,2011,,,,,
x,,439845,2011-10-13 21:41:42,0,S h i o n,CN,NatsumeRin,wcx19911123,No_Gu,,,654,0,2011,,,,,
x,dead,352967,,0,Ch1ka,RU,,,,,,655,0,2011,,,,,
x,,116078,2011-10-14 5:46:47,1,Cyclohexane,FR,,,,,,656,1,2011,13932,471,,,
x,,364051,2011-10-14 22:51:07,0,Shinki,CN,JauiPlaY,tsuka,fanzhen0019,,,657,0,2011,,,,,
x,,353821,2011-10-24 2:47:24,1,Ryafuka,JP,NatsumeRin,xsrsbsns,Sumisola,,,658,1,2011,,,,,
x,,611174,2011-10-31 1:20:57,2,Gamu,JP,NatsumeRin,RLC,No_Gu,,-Gamu-,659,2,2011,,,,,
x,,537344,2011-11-06 9:13:53,2,Pereira006,PT,Leorda,DaxMasterix,Monstrata,,,661,2,2011,14192,611,2,,2
x,,368955,,0,Barney Stinson,IT,,,,,,662,0,2011,,,,,
x,,438547,,0,Apricot,JP,,,,,,663,0,2011,,,,,
x,,414427,2011-11-08 12:40:27,10,xsrsbsns,MY,NatsumeRin,Alace,,,,664,10,2011,14192,1271,21,,21
x,dead,66004,2011-11-11 15:18:39,0,MathiasXII,CA,Xgor,Krisom,dkun,,,665,0,2011,,,,,
x,,852705,,0,AIR315,TW,,,,,,666,0,2011,,,,,
x,,102152,2011-11-14 22:35:57,1,terametis,JP,kioukiou,Shinxyn,Muya,,,667,1,2011,,,,,
x,std,465153,2011-11-15 13:57:55,0,OzzyOzrock,US,SapphireGhost,val0108,NatsumeRin,,,668,0,2011,,,,,
x,,275246,,0,Noob Man,FR,,,,,,669,0,2011,,,,,
x,,1077845,2011-11-27 0:08:22,3,Melophobia,JP,kusano,Aenna,xsrsbsns,,,670,3,2011,14192,751,,,
x,,803440,,0,Andruchon,DE,,,,,,671,0,2011,,,,,
x,,589550,,0,Mercurius,JP,,,,,,672,0,2011,,,,,
x,,74313,2011-12-05 17:28:18,0,rui,JP,val0108,Kitsuneko,NatsumeRin,,,673,0,2011,,,,,
x,dead,220939,,0,ertyukjh010,HK,,,,,,674,0,2011,,,,,
x,,303929,2011-12-05 22:29:32,1,MiLu,JP,,,,none,,675,1,2011,,,,,
x,,835998,2011-12-11 4:28:38,37,cRyo[iceeicee],CN,xsrsbsns,NatsumeRin,ProfessionalBox,,,676,37,2011,14452,1791,,,
x,std,98985,2011-12-12 19:11:30,1,DarkDunskin,DE,,,,,,677,1,2011,,,,,
x,,700010,2011-12-13 16:26:48,27,Laurier,JP,,,,none,,678,27,2011,14452,1651,,,
x,dead,353437,2011-12-15 21:35:41,3,DarknessAngel,TW,,,,,,679,3,2011,,,,,
x,dead,808639,,0,Lucy-Kaede,AU,,,,,,680,0,2011,,,,,
x,std,71366,2011-12-18 21:20:36,0,Loctav,DE,p3n,grumd,lolcubes,,,681,0,2011,,,,,
x,,791387,2011-12-20 7:27:57,1,D33d,GB,RandomJibberish,m980,mm201,,,682,1,2011,14452,471,,,
x,dead,870522,,0,Maya-kira,ID,,,,,,683,0,2011,,,,,
x,,855209,,0,kosiga,JP,,,,,,684,0,2011,,,,,
x,dead,322004,,0,AoiX,CN,,,,,,685,0,2011,,,,,
x,dead,537015,,0,sirjuyt,TW,,,,,,686,0,2011,,,,,
x,dead,550523,,0,phonic,JP,,,,,,687,0,2011,,,,,
x,dead,909167,,0,Miya,ID,,,,,,688,0,2011,,,,,
x,,360437,2012-01-01 13:52:44,2,bossandy,TW,Krisom,MoonFragrance,spboxer3,,,689,2,2012,,,,,
x,,989563,2012-01-01 20:51:51,1,[CSGA]Ar3sgice,CN,,,,,,690,1,2012,,,,,
x,dead,707980,,0,Akemi_Homura,KR,,,,,,691,0,2012,,,,,
x,,654883,2012-01-03 18:23:49,11,No_Gu,CN,Lan Wings,kanpakyin,NatsumeRin,,,692,11,2012,14712,1271,,,
x,,379423,,0,mochi,CA,,,,,,693,0,2012,,,,,
x,,9520488,,0,R a r e,KR,,,,,,694,0,2012,,,,,
x,,5162056,2012-01-05 6:18:22,0,Melan Blue,CL,BCI,Louis Cyphre,DarkDunskin,,,695,0,2012,,,,,
x,,597310,2012-01-08 9:09:11,0,Cubex,DE,Phish,Kyshiro,fanzhen0019,,,696,0,2012,,,,,
x,,870584,2012-01-09 4:41:36,3,Mirage,US,,,,,Maddy,697,3,2012,14712,751,,,
x,,767003,2012-01-13 14:24:44,0,Mixagji,JP,saymun,KanbeKotori,Shinxyn,,,698,0,2012,,,,,
x,,264914,2012-01-14 12:49:46,1,DaxMasterix,CL,Shiirn,Louis Cyphre,Mafiamaster,,,699,1,2012,14712,431,,,
x,,515967,2012-01-15 21:13:09,7,nold_1702,HK,Duoprism,AngelHoney,LKs,,Ulysses,700,7,2012,14712,1071,,,
x,,197805,2012-01-16 10:42:20,13,Niva,ID,Nakagawa-Kanon,Muya,Reiji-RJ,,,701,13,2012,14712,1371,31,,52
x,,60604,2012-01-17 1:19:14,0,theowest,SE,Lesjuh,rustbell,Nakagawa-kanon,,,702,0,2012,,,,,
x,dead,596535,,0,Neko_Lover,AU,,,,,,703,0,2012,,,,,
x,,540992,,0,Piscis,JP,,,,,,704,0,2012,,,,,
x,,138985,,0,silklash,US,,,,,,705,0,2012,,,,,
x,,682935,2012-01-21 1:15:37,13,Nyquill,CA,happy30,La Cataline,gowww,,,706,13,2012,14712,1331,,,
x,dead,910169,,0,yanguoke,CN,,,,,,707,0,2012,,,,,
x,,426495,2012-01-24 15:12:03,0,hackSL,RU,La Cataline,RLC,Jounzan,,,708,0,2012,,,,,
x,,389236,2012-01-24 21:18:17,3,Star Stream,KR,val0108,winber1,Garven,,StarStream,709,3,2012,14712,711,,,
x,dead,297551,,0,Kotya,RU,,,,,,710,0,2012,,,,,
x,dead,201785,,0,Kurosanyan,FR,,,,none,,711,0,2012,,,,,
x,,539873,2012-01-29 22:57:01,1,sherrie__fay,CN,,,,,,712,1,2012,14712,471,,,
x,,360207,,0,remy11,JP,,,,,,713,0,2012,,,,,
x,,425997,,0,IchiGUN,RU,,,,,,714,0,2012,,,,,
x,,982308,2012-02-09 14:30:23,1,L_P,MY,,,,,,715,1,2012,,,,,
x,dead,342372,,0,Takuya,IT,,,,,,716,0,2012,,,,,
x,dead,1090377,2012-02-13 2:15:15,1,-Baby Strawberry-,CA,,,,,,717,1,2012,,,,,
x,,346677,2012-02-13 13:24:54,0,Kei,UY,Vass_Bass,La Cataline,,,,718,0,2012,,,,,
x,,273649,,0,MoonShade,DE,,,,,,719,0,2012,,,,,
x,dead,378377,,0,Verdisphena,CL,,,,,,720,0,2012,,,,,
x,,623027,2012-02-19 11:19:24,0,RobotoRaccoon,AU,Larto,SapphireGhost,Krisom,,,721,0,2012,,,,,
x,,137964,,0,Ruish,CA,,,,,,722,0,2012,,,,,
x,,417551,2012-02-22 4:06:51,7,Rue,RU,La Cataline,Natteke,Shinxyn,,,723,7,2012,14972,1071,,,
x,,917786,,0,Asgard,KR,,,,,,724,0,2012,,,,,
x,dead,1190491,,0,Minos2012,CN,,,,,,725,0,2012,,,,,
x,,5400545,2012-02-25 14:35:54,1,Cygnus,CA,AngelHoney,Nakagawa-Kanon,,,Philippines,726,1,2012,,,,,
x,,806921,,0,Sync,US,,,,,,727,0,2012,,,,,
x,,1078989,2012-02-27 9:45:29,0,Frozen Child,BR,La Cataline,Alace,Rue,,,728,0,2012,,,,,
x,,199669,2012-03-03 0:44:22,22,Frostmourne,TH,Shinxyn,Cyril Scarlet,Patchouli,,FrostxE,729,22,2012,15232,1591,,,
x,hard,537454,,0,Yucali,IT,,,,,,730,0,2012,,,,,
x,dead,152264,,0,TTTTTTTTTTTT,PH,,,,,,731,0,2012,,,,,
x,,405008,,0,eikkaleyd,CN,,,,,,732,0,2012,,,,,
x,,123703,2012-03-05 0:03:39,1,p3n,DE,Shinxyn,Aenna,galvenize,,,733,1,2012,,,,,
x,,393190,,0,SakiK,JP,,,,,,734,0,2012,,,,,
x,,1110548,2012-03-11 13:30:52,0,-HaRuNa-,TW,Sure,DarknessAngel,bossandy,,,735,0,2012,,,,,
x,,74517,,0,eXseeD,JP,,,,,,736,0,2012,,,,,
x,,419795,2012-03-15 12:43:00,2,kusano,JP,happy30,Shinxyn,Aenna,,,737,2,2012,15232,611,,,
x,,597957,2012-03-15 20:32:09,14,Bakari,RU,Larto,grumd,Mao,,,738,14,2012,15232,1371,,,
x,,607288,,0,Reisyth,JP,,,,,,739,0,2012,,,,,
x,,530913,2012-03-18 21:14:51,11,grumd,UA,Cyril Scarlet,,,,,740,11,2012,15232,1271,12,,12
x,,672931,2012-03-19 7:13:49,1,TicClick,RU,tieff,,,,,741,1,2012,,,,,
x,,1027860,2012-03-23 18:06:49,2,LunarSakuya,US,Vass_Bass,jonathanlfj,Nyquill,,,742,2,2012,15232,571,,,
x,,867259,2012-03-25 20:55:35,2,Scorpiour,NZ,tsuka,NatsumeRin,La Cataline,,,743,2,2012,15232,551,,,
x,dead,1333167,,0,Hazelz,HK,,,,,,744,0,2012,,,,,
x,dead,213961,,0,Ylinestra44,DE,,,,,,745,0,2012,,,,,
x,,159590,2012-04-02 23:20:39,0,Nanakase Gizumo,JP,Aenna,Kiiwa,Irreversible,,,746,0,2012,,,,,
x,,304513,2012-04-04 16:28:45,1,CSY the corrupt,CN,,,,,,747,1,2012,,,,,
x,,5331484,,0,Blove,CN,,,,,,748,0,2012,,,,,
x,dead,1044280,,0,0x57CB36,CN,,,,,,749,0,2012,,,,,
x,,579428,2012-04-07 10:38:04,3,Jenny,DE,rustbell,Glass,kiddly,,,750,3,2012,15492,851,,,
x,,409347,2012-04-07 20:46:01,0,Evil_Twilight,TW,Lesjuh,GladiOol,Glass,,,751,0,2012,,,,,
x,,484670,,0,Genkishi,PH,,,,,,752,0,2012,,,,,
x,dead,501221,,0,Mura_77,AU,,,,,,753,0,2012,,,,,
x,,398633,,0,Serval,FR,,,,,,754,0,2012,,,,,
x,,570042,,0,Darksonic,AR,,,,,,755,0,2012,,,,,
x,,467487,2012-04-18 13:48:11,0,Love,US,MMzz,NatsumeRin,Charles445,,,756,0,2012,,,,,
x,,1103522,2012-04-20 15:35:09,0,BeatofIke,US,Andrea,Sure,Mafiamaster,,,757,0,2012,,,,,
x,dead,365280,,0,R a i n,JP,,,,,,758,0,2012,,,,,
x,,557166,2012-04-21 2:59:52,3,those,CA,Holoaz,GladiOol,galvenize,,,759,3,2012,,,,,
x,,1083002,2012-04-23 11:14:50,0,Ayakura Mei,CN,Lesjuh,NatsumeRin,Sandpig,,,760,0,2012,,,,,
x,,759860,2012-04-25 5:41:18,3,popner,CN,,,,none,,761,3,2012,15492,711,,,
x,,384802,2012-05-07 18:38:26,2,Kitsuneko,JP,,,,,,762,2,2012,,,,,
x,,624345,,0,Jupiter,JP,,,,,,763,0,2012,,,,,
x,,77089,2012-05-12 16:09:20,0,Kurai,FR,kioukiou,Mystearica,Inozuma,,,764,0,2012,,,,,
x,,640611,2012-05-14 9:49:27,8,Kyshiro,NL,Lesjuh,Mismagius,,,,765,8,2012,15752,1131,,,
x,,735289,2012-05-17 2:08:19,4,Mythol,CA,cRyo[iceeicee],xsrsbsns,Nyquill,,,766,4,2012,15752,851,,,
x,dead,352616,,0,Pastel,JP,,,,,,767,0,2012,,,,,
x,,685229,2012-05-20 23:37:56,3,W h i t e,KR,,,,,,768,3,2012,15752,751,,,
x,dead,570715,,0,Kirino Kousaka,PH,,,,,,769,0,2012,,,,,
x,,976963,2012-05-21 22:39:07,0,Low,US,Hollow Wings,tsuka,fanzhen0019,,,769.5,0,2012,,,,,
x,,278862,2012-05-21 13:55:03,2,TheVileOne,US,,,,,,770,2,2012,,,,,
x,,654108,2012-05-22 0:14:05,0,Gabe,CA,Niva,La Cataline,Andrea,,,771,0,2012,,,,,
x,,605540,2012-05-22 23:45:24,0,NewRulerNA,JP,DJPop,happy30,Andrea,,,772,0,2012,,,,,
x,,697843,,0,PainSinger,LT,,,,,,773,0,2012,,,,,
x,,869782,2012-05-25 22:35:10,6,alacat,JP,Melophobia,La Cataline,NatsumeRin,,,774,6,2012,15752,931,,,
x,std,128993,2012-05-26 13:57:48,1,MMzz,US,Nakagawa-Kanon,Lesjuh,MoonFragrance,,,775,1,2012,,,,,
x,,351560,,0,Yasora,ID,,,,,,776,0,2012,,,,,
x,,511286,2012-05-30 2:34:58,0,GiNa,US,Suzully,S o r d a,bakabaka,,,777,0,2012,,,,,
x,dead,523712,,0,kurohana,DE,,,,,,778,0,2012,,,,,
x,,1404615,2012-06-06 18:10:46,2,Sieg,KZ,Aleks719,mancuso_JM_,,,,779,2,2012,16032,471,2,,2
x,,419954,2012-06-06 20:47:31,2,Regou,HK,happy30,Nakagawa-Kanon,rrtyui,,,780,2,2012,16032,611,,,
x,,232942,2012-06-10 14:56:49,0,Reisen Udongein,KR,Niva,Nakagawa-Kanon,Muya,,,781,0,2012,,,,,
x,dead,248268,,0,Doodley,US,,,,,,782,0,2012,,,,,
x,,936631,,0,Midasmens,CN,,,,,,783,0,2012,,,,,
x,dead,27973,2012-06-15 16:10:01,0,kyuten,CN,tsuka,Heatherfield,ignorethis,,,784,0,2012,,,,,
x,,352740,2012-06-16 17:21:57,0,Quilt,JP,S h i a,Patchouli,Rue,,,785,0,2012,,,,,
x,,90775,,0,Mei_coN,CN,,,,,,786,0,2012,,,,,
x,dead,420798,2012-06-24 16:40:48,0,-saku-,JP,val0108,gowww,Patchouli,,,787,0,2012,,,,,
x,,91738,2012-06-30 11:35:38,23,Guy,JP,xsrsbsns,cRyo[iceeicee],iyasine,,,788,23,2012,16032,1591,,,
x,,1043627,2012-07-02 14:28:37,3,meiikyuu,US,LunarSakuya,,,,,789,3,2012,16292,751,,,
x,dead,1074928,,0,Lizsig,JP,,,,,,790,0,2012,,,,,
x,,903686,2012-07-06 6:24:26,0,Tshemmp,DE,Cyril Scarlet,happy30,Shiirn,,,791,0,2012,,,,,
x,dead,238361,,0,shenpei310,CN,,,,,,792,0,2012,,,,,
x,,519978,2012-07-07 22:11:46,0,Strawberry,CN,tsuka,AngelHoney,LKs,,,793,0,2012,,,,,
x,,918297,2012-07-10 7:00:22,0,Realazy,FR,Nakagawa-Kanon,Mirage,Skystar,,,793.5,0,2012,,,,,
x,,826170,2012-07-14 7:39:37,0,Fionana,CN,Hinacle,MiLu,Aenna,,,794,0,2012,,,,,
x,,1148830,2012-07-15 20:02:50,0,raririn,CN,Snowy Dream,eveless,Nymph,,,795,0,2012,,,,,
x,,1170595,2012-07-16 22:30:06,0,maaagic,JP,Sumisola,xsrsbsns,bakabaka,,,796,0,2012,,,,,
x,dead,296087,2012-07-21 12:20:27,1,Heatherfield,CN,DaRRi,happy30,Alace,,,797,1,2012,,,,,
x,,870067,,0,Kuria,ID,,,,,,798,0,2012,,,,,
x,,564790,2012-07-23 21:05:27,0,jamxx,JP,cRyo[iceeicee],Patchouli,terametis,,,799,0,2012,,,,,
x,,858254,,0,EmPao,TW,,,,,,800,0,2012,,,,,
x,dead,666051,,0,x847606653,CN,,,,,,801,0,2012,,,,,
x,,1399551,2012-08-04 13:47:25,0,Elfin,KR,RLC,val0108,,,Underflow,802,0,2012,,,,,
x,,899031,2012-08-04 19:20:43,4,Lami,KR,Rizia,Monstrata,Fycho,,intoon,802.5,4,2012,16552,851,,,
x,,576368,,0,h-728,JP,,,,,,803,0,2012,,,,,
x,,113005,2012-08-12 1:08:36,2,Shiro,FR,ztrot,Shinxyn,Holoaz,,,804,2,2012,16552,611,,,
x,,180241,2012-08-13 17:42:50,3,ezek,US,Krisom,SapphireGhost,Gens,,,805,3,2012,,,,,
x,dead,719683,,0,jesse7419,TW,,,,,,806,0,2012,,,,,
x,dead,661420,,0,shikyu,ID,,,,,,807,0,2012,,,,,
x,,639751,,0,DeathBlood,JP,,,,,,808,0,2012,,,,,
x,dead,294856,,0,eg91022a71w,JP,,,,,,809,0,2012,,,,,
x,,686389,2012-08-31 20:46:42,0,Makar,US,Nyquill,Charles445,,,,810,0,2012,,,,,
x,,686209,2012-09-07 6:55:35,1,RikiH_,IT,tsuka,AngelHoney,Hollow Wings,,,811,1,2012,,,,,
x,,873961,2012-09-07 14:43:35,98,Skystar,HK,LKs,NatsumeRin,nold_1702,,Amamiya Yuko,812,98,2012,16812,1871,146,274,188
x,,838877,2012-09-09 22:16:34,0,vipto,DE,Mismagius,AngelHoney,,,,813,0,2012,,,,,
x,,328615,2012-09-12 9:18:17,0,pimpG,BR,DJPop,TheVileOne,Diasios,,,814,0,2012,,,,,
x,,352328,2012-09-12 17:20:03,14,rrtyui,JP,,,,,,815,14,2012,16812,1451,,,
x,dead,817211,,0,Nidert,SE,,,,,,816,0,2012,,,,,
x,,522188,2012-09-13 22:19:04,0,Naryuga,JP,Gamu,Andrea,,,,817,0,2012,,,,,
x,,270377,2012-09-15 16:40:38,33,jonathanlfj,CA,happy30,Nyquill,RLC,,,818,33,2012,16812,1711,,,
x,dead,232574,,0,GamerX4life,DE,,,,,,819,0,2012,,,,,
x,dead,1215910,,0,Tur00,CO,,,,,,820,0,2012,,,,,
x,dead,641823,2012-09-20 2:10:50,0,athiota33,ID,Niva,NatsumeRin,gowww,,,821,0,2012,,,,,
x,,795235,2012-09-20 19:32:37,0,donpen,JP,Aenna,Melophobia,MeLLoN,,,822,0,2012,,,,,
x,,1446085,2012-09-23 20:20:27,0,Konei,DE,No_Gu,DarkAngel,Loneight,,,823,0,2012,,,,,
x,,694267,2012-09-23 22:04:12,0,Zejky,VN,Andrea,wcx19911123,Sumisola,,,824,0,2012,,,,,
x,,261621,2012-09-29 0:04:27,0,Athena Tennos,CN,100pa-,NatsumeRin,Nymph,,,825,0,2012,,,,,
x,,1104066,2012-10-01 0:48:37,0,Pink Agate,CN,Breeze,kazumikos,-Baby Strawberry-,,,826,0,2012,,,,,
x,,527469,2012-10-05 1:16:18,0,SkyDevil,NL,gowww,NatsumeRin,DJPop,,,827,0,2012,,,,,
x,,1108866,,0,JudgeTheDude,FR,,,,,,828,0,2012,,,,,
x,dead,850361,,0,banbar,JP,,,,,,829,0,2012,,,,,
x,,727012,,0,Sonico Makaron,RU,,,,,,830,0,2012,,,,,
x,,511947,2012-10-14 8:25:33,0,Mikarunoel131,DE,,,,none,,831,0,2012,,,,,
x,,261694,,0,BinJip,KR,,,,,,832,0,2012,,,,,
x,dead,1379385,,0,Wreath,US,,,,,,833,0,2012,,,,,
x,,648885,2012-10-21 16:10:15,1,Sun Rainbow,CN,Andrea,,,,,834,1,2012,,,,,
x,dead,645109,,0,Mikan,JP,,,,,,835,0,2012,,,,,
x,,717228,,0,Dark Fang,KR,,,,,,836,0,2012,,,,,
x,,610988,,0,P o M u T a,JP,,,,,,837,0,2012,,,,,
x,dead,528181,,0,PROGUY,MY,,,,,,838,0,2012,,,,,
x,,1238716,2012-10-30 6:59:27,1,Fumika,TH,No_Gu,NatsumeRin,Colin Hou,,,839,1,2012,,,,,
x,,1063857,2012-11-05 5:02:26,0,Milkshake,IL,Pokie,Kiiwa,Beren,,,840,0,2012,,,,,
x,std,626907,2012-11-06 17:22:41,0,Stefan,AT,DJPop,Larto,,,,841,0,2012,,,,,
x,,798743,2012-11-07 22:35:08,5,HelloSCV,KR,NatsumeRin,RLC,,,,842,5,2012,17332,851,,,
x,,587361,2012-11-09 4:25:25,0,Azure,TW,No_Gu,LKs,hoLysoup,,,843,0,2012,,,,,
x,,1352672,2012-11-10 1:12:30,1,Moway,US,,,,,,844,1,2012,,,,,
x,,1033017,2012-11-10 15:40:04,4,Flower,AU,LKs,Rue,kiddly,,,845,4,2012,17332,811,,,
x,,645486,2012-11-12 6:54:52,0,[Yue],PE,Gero,Xincrin,,,,846,0,2012,,,,,
x,,959763,2012-11-12 12:34:34,0,Flask,TW,Skystar,No_Gu,Fumika,,,847,0,2012,,,,,
x,,1011056,2012-11-13 21:31:17,0,Nichiyouki,TH,alacat,Shad0w1and,Momochikun,,,848,0,2012,,,,,
x,,1041833,2012-11-15 0:53:05,0,Roxas,IT,RLC,La Cataline,Skystar,,,849,0,2012,,,,,
x,,807817,,0,kajiyatta,JP,,,,,,850,0,2012,,,,,
x,dead,1623200,,0,Deni,DE,,,,,,851,0,2012,,,,,
x,,1428609,,0,Arnold0,FR,,,,,,852,0,2012,,,,,
x,std,966210,2012-12-04 11:59:34,0,mintong89,MY,No_Gu,Colin Hou,Autumn,,,853,0,2012,,,,,
x,dead,928520,,0,Aoko,PH,Saten,meiikyuu,KanbeKotori,,,854,0,2012,,,,,
x,,1331447,2012-12-08 20:06:46,1,XinCrin,PE,Gonzvlo,Krisom,Kryptogram,,,855,1,2012,,,,,
x,,608261,2012-12-09 4:42:24,0,phoon,JP,Natteke,cRyo[iceeicee],Laurier,,,856,0,2012,,,,,
x,,247937,2012-12-12 6:50:40,3,lkx_Shore,CN,tsuka,Lesjuh,NatsumeRin,,,857,3,2012,17592,751,,,
x,dead,940961,,0,congaan,JP,,,,,,858,0,2012,,,,,
x,dead,604131,,0,wantuole,CN,,,,,,859,0,2012,,,,,
x,,1262490,2012-12-22 7:43:03,0,Lally,IT,Andrea,Bakari,Gero,,,860,0,2012,,,,,
x,,6352251,,0,Koisuru,PL,,,,,,861,0,2012,,,,,
x,,567153,,0,yanlu,TW,,,,,,862,0,2012,,,,,
x,,1267151,2012-12-28 22:11:41,2,Ayu,NL,La Cataline,Natteke,Kyshiro,,,863,2,2012,,,,,
x,dead,551805,,0,Banana,CN,,,,,,864,0,2012,,,,,
x,,1361697,,0,inverness,ID,,,,,,865,0,2013,,,,,
x,,251395,2013-01-01 0:00:00,4,Zapy,FI,,,,,,866,4,2013,11592,811,,,
x,,1778050,2013-01-10 10:40:21,1,UnitedWeSin,US,,,,,,867,1,2013,,,,,
x,,1587460,,0,MerryGate,JP,,,,,,868,0,2013,,,,,
x,,1953876,2013-01-26 8:40:32,17,Natsu,SV,DarkRingSystem,JauiPlaY,val0108,,,869,17,2013,17852,1451,17,,17
x,,879200,2013-01-30 10:35:45,1,BCI,RU,,,,,,870,1,2013,,,,,
x,,88588,,0,Sagisawa-Yukari,CN,,,,,,871,0,2013,,,,,
x,,1204034,2013-01-31 3:14:18,1,LQA20Ans,KR,,,,,,872,1,2013,,,,,
x,,1065180,2013-02-03 20:28:23,3,Smoothie,DE,Frostmourne,val0108,cRyo[iceeicee],,,873,3,2013,18112,751,,,
x,,873758,2013-02-04 19:07:06,0,IntellectualBoy,KR,RLC,Skystar,alacat,,Gloria Guard,874,0,2013,,,,,
